Product,Rating,Title,Review,Brand,Line,RatingNumeric,HairPattern,HairDensity,ScalpCondition,HairConcerns
"Maui Moisture Moisture Detoxifying + Volcanic Ash Conditioner - black , 13 Fl Oz",5.0 out of 5 stars,amazing conditioner!,my favorite conditioner! smells amazing and leaves my hair feeling soft and moisturized. i use this as a deep conditioner and when i am rushing and just need to quickly give my curls some moisture.i pair this maui coconut milk shampoo.,Maui Moisture,All Products,5,curly,medium,dry scalp,shine
"Maui Moisture Moisture Detoxifying + Volcanic Ash Conditioner - black , 13 Fl Oz",5.0 out of 5 stars,dandruff is gone,completely gets rid of dandruff,Maui Moisture,All Products,5,coily,fine,flaky scalp,
"Maui Moisture Moisture Detoxifying + Volcanic Ash Conditioner - black , 13 Fl Oz",5.0 out of 5 stars,recomendado.,muy buen producto.,Maui Moisture,All Products,5,coily,fine,,"shine, volume"
"Maui Moisture Detoxifying Volcanic Ash Scalp Care Mask, Coconut, 12 Ounce",5.0 out of 5 stars,great detoxifying shampoo,"i was looking for a more clarifying/detoxifying shampoo to add into my wash routine to get rid of product buildup and congestion. this does the job well and is very affordable! not sure why some reviews say the smell is bad? the one i received smelled as expected based on the ingredients. i would have rather have that than intense floral fragrances which can be irritating. also saw reviews that said this can be drying. i would not recommend using this as your sole shampoo, or using it everyday. i have curly hair, and wash my hair around 2-3 times a week. i use this once a week and alternate with a hydrating shampoo. the two together help balance my hair.",Maui Moisture,All Products,5,curly,fine,sensitive scalp,dryness
"Maui Moisture Detoxifying Volcanic Ash Scalp Care Mask, Coconut, 12 Ounce",1.0 out of 5 stars,completely dried out my hair and smells too weird,"i never originally had dry hair to buy this particular one but bought it for the ""congested"" aspect (to see if it'd help dandruff caused by excess oily hair) but this dried it out of any sort of moisture my hair could produce.i have curly hair, (3b-3c) and by the next morning, my hair would frizz to the point where there's wasn't a single discernable curl, something that has never happened before...this happened with my first and second use, by the second time i knew it was the product- not me.i'll be fixing this damage with their other product that does work wonders on me, the orange bottled for ""thick and curly"" one.hopefully, those who have my hair type see this before buying! it's truly terribleupdate: looked up the devacurl lawsuit which made me wary and looked up maui moisture on “think dirty” and this scored a red 8, bad...so i’ll just be switching brands. the experience with this shampoo was just a bit too peculiar for me",Maui Moisture,All Products,1,curly,fine,flaky scalp,"frizz, dryness"
"Maui Moisture Detoxifying Volcanic Ash Scalp Care Mask, Coconut, 12 Ounce",5.0 out of 5 stars,softness and squeeky clean!,"i hesitated on this shampoo, read the reviews and thought the price was decent so why not? it truly does get rid of all the residue left in your hair- my hair smelled great and made it soft! i personally needed conditioner, and i could feel in the shower that i absolutely needed conditioner. i just ordered maui conditioner! i will buy this product again.",Maui Moisture,All Products,5,4a,fine,sensitive scalp,
"Maui Moisture Detoxifying Volcanic Ash Scalp Care Mask, Coconut, 12 Ounce",5.0 out of 5 stars,super oily hair,i have extremely oily hair that can look like i haven’t washed it in days by noon. i have been looking for sulfate and paraben free shampoo options. i came across this after my mom used a few other shampoos from maui moisture and loved them. this shampoo makes my hair look so clean and shiny! my mom has thick course curly hair and also tried it for her “detox” day and loves it as well! needless to say this is an excellent shampoo!,Maui Moisture,All Products,5,curly,thick,oily scalp,shine
"Maui Moisture Detoxifying Volcanic Ash Scalp Care Mask, Coconut, 12 Ounce",1.0 out of 5 stars,intense perfume smell,"i wouldn't say the odor is from the ingredients as the shampoo's scent is very strong and on the perfume-y side of smells -- it isn't a dark shampoo, if you are expecting the charcoal to turn the product dark grey, it's not -- there is a hint of charcoal in it -- as it isn't totally translucent, but i doubt there is enough in it to do anything, -- ended up throwing it away, mostly couldn't stand the odor (which of course lingers strongly in your hair",Maui Moisture,All Products,1,4c,fine,sensitive scalp,"volume, split ends"
"Maui Moisture Detoxifying Volcanic Ash Scalp Care Mask, Coconut, 12 Ounce",4.0 out of 5 stars,very great product!!!,i really liked this product! i have been struggling with product buildup for months now and this product left not only my scalp but my hair feeling great. coming from a 3c/4a hair texture it’s a must if you’ve been trying to get a detox going. if you’re a natural hair beauty who doesn’t like strong fragrance in their products i ought to say stay away from this!,Maui Moisture,All Products,4,3c,,,
"Maui Moisture Detoxifying Volcanic Ash Scalp Care Mask, Coconut, 12 Ounce",1.0 out of 5 stars,the quantity has been reduced.,"i won’t purchase from maui anymore. you can rise your price if you want to, but why reduce the quantity of it? before when i purchased the same item in target, the bottle was full; when i started purchased thru amazon, i can feel the bottle is getting lighter and lighter, more and more air and empty space in it. not gonna take it anymore, won’t purchase again and will search another brand.",Maui Moisture,All Products,1,wavy,fine,sensitive scalp,"volume, dryness, breakage, color-treated, split ends, frizz"
"Maui Moisture Detoxifying Volcanic Ash Scalp Care Mask, Coconut, 12 Ounce",1.0 out of 5 stars,probably fake,i have use this exact shampoo for several months but the bottle that was shipped to me smelled so bad that i threw in the garbage.,Maui Moisture,All Products,1,coily,medium,sensitive scalp,"breakage, volume"
"Maui Moisture Detoxifying Volcanic Ash Scalp Care Mask, Coconut, 12 Ounce",5.0 out of 5 stars,my favorite shampoo of all time,"i don't say this lightly, this is the best shampoo i have ever used. i have used it for a few years now and nothing else compares, even expensive brands. it doesn't cause build-up and leaves my hair so shiny. it lathers well and i like that the first ingredient is aloe so i feel like i'm paying for real stuff instead of just water. i *highly* recommend!",Maui Moisture,All Products,5,curly,fine,dry scalp,shine
"Maui Moisture Detoxifying Volcanic Ash Scalp Care Mask, Coconut, 12 Ounce",5.0 out of 5 stars,just get it,used at a friends house and fell in love on the first use. love the smell! my hair is so soft even if i just use the shampoo and thats scary to admit cuz i must have conditioner with my fine hair.,Maui Moisture,All Products,5,3c,fine,,
"Maui Moisture Detoxifying Volcanic Ash Scalp Care Mask, Coconut, 12 Ounce",5.0 out of 5 stars,price,my daughter like using this shampoo. it is hard to find it in the store. but amazon all ways has it. great buy as well,Maui Moisture,All Products,5,coily,fine,sensitive scalp,shine
"Maui Moisture Detoxifying Volcanic Ash Scalp Care Mask, Coconut, 12 Ounce",2.0 out of 5 stars,too fragrant,such a strong smell!!  not expected from a product that is supposedly free of all the bad stuff.  fragrance is overpowering.,Maui Moisture,All Products,2,3a,thick,sensitive scalp,shine
"Maui Moisture Detoxifying Volcanic Ash Scalp Care Mask, Coconut, 12 Ounce",5.0 out of 5 stars,love!,initially found this stuff on a clearance spot at a local store. tried it out and absolutely love it! smells great and makes my hair feel and look amazing.,Maui Moisture,All Products,5,4c,medium,dry scalp,shine
"Maui Moisture Detoxifying Volcanic Ash Scalp Care Mask, Coconut, 12 Ounce",5.0 out of 5 stars,best conditioner,"this conditioner has helped me with dry scalp issue! no wonder what i used before, nothing is as effective as this. i can't seem to find this at local walgreens and cvs.. i am glad amazon still sells this here.",Maui Moisture,All Products,5,4a,fine,dry scalp,dryness
"Maui Moisture Detoxifying Volcanic Ash Scalp Care Mask, Coconut, 12 Ounce",5.0 out of 5 stars,great product,good texture and great smell. easy to apply and leaves my hair soft.,Maui Moisture,All Products,5,coily,fine,,
"Maui Moisture Detoxifying Volcanic Ash Scalp Care Mask, Coconut, 12 Ounce",5.0 out of 5 stars,works great on hubby dandruff!,this has worked better than head and shoulders or all the others he has tried.  he has black/ gray hair.  part american indian.  i don't know if that matters on giving a review but i like to know who is leaving it.  i order 3 bottles at a time.  he has used for over a year now. valerie writing,Maui Moisture,All Products,5,3c,fine,,
"Maui Moisture Detoxifying Volcanic Ash Scalp Care Mask, Coconut, 12 Ounce",5.0 out of 5 stars,overall great product.,i love this product. my one draw back is that is does not double as a leave-in as do so many of the newer maui masks that provide dual versitility.,Maui Moisture,All Products,5,,medium,dry scalp,
"Maui Moisture Detoxifying Volcanic Ash Scalp Care Mask, Coconut, 12 Ounce",5.0 out of 5 stars,excelente,super buen producto ayuda a la limpieza profunda del cabello.. con un olor muy agradable,Maui Moisture,All Products,5,4c,fine,,"color-treated, shine"
"Maui Moisture Detoxifying Volcanic Ash Scalp Care Mask, Coconut, 12 Ounce",1.0 out of 5 stars,not for me...didn’t leave hair feeling healthy.,i’ve used wen for over a decade... thought i’d change it up. this shampoo is terrible. leaves hair gummy and is very drying.  cannot come thru you hair at all after using. through this product away.,Maui Moisture,All Products,1,4c,medium,dry scalp,dryness
"Maui Moisture Detoxifying Volcanic Ash Scalp Care Mask, Coconut, 12 Ounce",5.0 out of 5 stars,love it!👍,love all maui moisture.use this one to deep clean my hair once every week.,Maui Moisture,All Products,5,4a,medium,,
"Maui Moisture Detoxifying Volcanic Ash Scalp Care Mask, Coconut, 12 Ounce",5.0 out of 5 stars,love the smell,this is my favorite shampoo and conditioner which i discovered at cvs but they no longer carry it. glad it’s here!,Maui Moisture,All Products,5,4a,thick,sensitive scalp,shine
"Maui Moisture Detoxifying Volcanic Ash Scalp Care Mask, Coconut, 12 Ounce",5.0 out of 5 stars,love this,this is our favorite and reminds us of maui.,Maui Moisture,All Products,5,3a,fine,,
"Maui Moisture Detoxifying Volcanic Ash Scalp Care Mask, Coconut, 12 Ounce",1.0 out of 5 stars,smells like rancid :(,i received the product yesterday. the product smells rancid; it doesn’t smell good like i bought in the pharmacy store.,Maui Moisture,All Products,1,wavy,medium,sensitive scalp,"dryness, breakage, volume"
"Maui Moisture Detoxifying Volcanic Ash Scalp Care Mask, Coconut, 12 Ounce",5.0 out of 5 stars,heads about the rest,love this shampoo-- hard to find in stores but happy to find it online !!!,Maui Moisture,All Products,5,3c,medium,dry scalp,"shine, color-treated"
"Maui Moisture Detoxifying Volcanic Ash Scalp Care Mask, Coconut, 12 Ounce",5.0 out of 5 stars,love it,this was a gift. they love it!,Maui Moisture,All Products,5,4b,fine,,shine
"Maui Moisture Detoxifying Volcanic Ash Scalp Care Mask, Coconut, 12 Ounce",5.0 out of 5 stars,malibu,love this,Maui Moisture,All Products,5,coily,fine,,"shine, color-treated, volume"
"Maui Moisture Detoxifying Volcanic Ash Scalp Care Mask, Coconut, 12 Ounce",5.0 out of 5 stars,excelent!,i have a greasy scalp. i have tried every shampoo that is out there with no improvement in my scalp. this is the only product that made a diference. a substancial one.,Maui Moisture,All Products,5,4a,medium,oily scalp,frizz
"Maui Moisture Detoxifying Volcanic Ash Scalp Care Mask, Coconut, 12 Ounce",4.0 out of 5 stars,wonderful,smells wonderful & leaves my scalp & hair feeling clean but not stripped,Maui Moisture,All Products,4,4c,medium,sensitive scalp,shine
"Maui Moisture Detoxifying Volcanic Ash Scalp Care Mask, Coconut, 12 Ounce",5.0 out of 5 stars,great shampoo,"smells great and my hair always feel clean. i have a sensitive scalp and similar products cause itching, but not this!",Maui Moisture,All Products,5,4c,medium,sensitive scalp,shine
"Maui Moisture Detoxifying Volcanic Ash Scalp Care Mask, Coconut, 12 Ounce",5.0 out of 5 stars,so far so good,wife likes it so far,Maui Moisture,All Products,5,coily,fine,,shine
"Maui Moisture Detoxifying Volcanic Ash Scalp Care Mask, Coconut, 12 Ounce",1.0 out of 5 stars,do not use if you love your hair,"this product has caused extreme hair loss! i have split ends from it and chunks of my hair fell off. i used the hairmask, conditioner and shampoo for over a year and my hair has never been worse. check the ingredients they are not good!!",Maui Moisture,All Products,1,curly,medium,sensitive scalp,"breakage, split ends"
"Maui Moisture Detoxifying Volcanic Ash Scalp Care Mask, Coconut, 12 Ounce",5.0 out of 5 stars,daily shampoo,daily shampooing doesn’t dry out hair.,Maui Moisture,All Products,5,3b,fine,normal scalp,dryness
